Route stop,Business,Address,Phone,Category,Google query,Owned website search status,Owned website found,Evidence
36,El Camino Auto Body,"51 Charter Street, Redwood City, 94063",(650) 364-7039,car_repair,"""El Camino Auto Body"" ""Redwood City"" ""(650) 364-7039"" official website",ATTEMPTED - no likely owned-site hit,,"El Camino Body Shop in Redwood City, CA 94063 - 650-364... (chamberofcommerce.com) [directory/profile domain] | El Camino Auto Body Company Profile -Sales, Contacts ... (buzzfile.com) [directory/profile domain] | El Camino Collision - Redwood City, CAEl Camino Body Shop - Redwood City, CA 94063 - Location ...El Camino Collision - Redwood City, CA 94063El Camino Body Shop in Redwood City, CA, 94063El Camino Body Shop Redwood City CA, 94063 – Manta.com (yelp.com) [directory/profile domain] | El Camino Body Shop - Redwood City, CA 94063 - Location ... (placewing.com) [directory/profile domain] | El Camino Collision - Redwood City, CA 94063El Camino Body Shop in Redwood City, CA, 94063El Camino Body Shop Redwood City CA, 94063 – Manta.com (yellowpages.com) [directory/profile domain] | El Camino Body Shop in Redwood City, CA, 94063 (carwise.com) [domain does not match business name tokens]"
37,Beauty Touch Salon,"2460 El Camino Real, Redwood City, 94063",(650) 368-8194,hairdresser,"""Beauty Touch Salon"" ""Redwood City"" ""(650) 368-8194"" official website",SEARCH ERROR,,"ERROR: ('error sending request for url (https://html.duckduckgo.com/html/)', 'https://html.duckduckgo.com/html/')"
38,Laluces Dental,"2480 El Camino Real, Redwood City, 94063",(650) 216-8488,dentist,"""Laluces Dental"" ""Redwood City"" ""(650) 216-8488"" official website",ATTEMPTED - no likely owned-site hit,,"3 visitors have checked in at Laluces Dental. (foursquare.com) [directory/profile domain] | Pacific union dental california provider directory - IEDA (yumpu.com) [domain does not match business name tokens] | Laluces Dental - Redwood City, CA 94063 - The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Laluces Dental Dentist in Redwood City, CA - Wellness.com (wellness.com) [directory/profile domain] | Laluces Dental, Redwood City: address, contacts — Directory ...Laluces Dental, 2480 El Camino Real, Redwood City, CA 94063 ...Laluces Dental | Redwood City | California | Dental MedicineLaluces Dental - GP in Redwood City, CA - WebMDLaluces Dental - GP: Redwood City, CA - Vitals.com (ca-redwood-city.cataloxy.us) [domain does not match business name tokens] | Laluces Dental, 2480 El Camino Real, Redwood City, CA 94063 ... (mapquest.com) [directory/profile domain]"
39,US Chinese Food,"2490 El Camino Real, Redwood City, 94063",(650) 364-7782,restaurant,"""US Chinese Food"" ""Redwood City"" ""(650) 364-7782"" official website",REVIEW - likely owned-site candidate,http://uschinesefood.com/,"US Chinese Food - Redwood City - A Better PlacesOnline Menu of US Chinese Food Restaurant, Redwood City ...US Chinese Food Menu - Redwood City, CAUS CHINESE FOOD - Redwood City, CA - Grubhub (a-better-place.com) [domain does not match business name tokens] | US Chinese Food | Chinese restaurant Redwood City | 4.1 Stars (uschinesefood.com) [domain/name match; phone=True; city=True; address_tokens=6]"
40,Nor Cal Collision,"2504B El Camino Real, Redwood City, 94061",(650) 369-3368,car_repair,"""Nor Cal Collision"" ""Redwood City"" ""(650) 369-3368"" official website",ATTEMPTED - no likely owned-site hit,,"Redwood City, California - Wikipedia (en.wikipedia.org) [domain does not match business name tokens] | (650) 369-3XXX Redwood City, CA Phone Book + (650) 369-3XXX... (callersmart.com) [domain does not match business name tokens] | Nor Cal Collision – Redwood City, 2504-B El Camino Real (5 ...Nor Cal Collision Map - Automobile repair shop - California ...Nor Cal Collision - Redwood City, CACHP Traffic Incident Information PageRedwood City, California - WikipediaHome | San Mateo County Sheriff's OfficeThe Best 10 Body Shops near Redwood City, CA 94061 - Yelp (unilocal.fr) [domain does not match business name tokens] | Nor Cal Collision Map - Automobile repair shop - California ... (mapcarta.com) [directory/profile domain] | Nor Cal Collision - Redwood City, CA (fr.yelp.ca) [domain does not match business name tokens] | The Best 10 Body Shops near Redwood City, CA 94061 - Yelp (yelp.com) [directory/profile domain]"
41,Capelli Beauty,"2567 El Camino Real, Redwood City, 94061",(650) 363-8966,beauty,"""Capelli Beauty"" ""Redwood City"" ""(650) 363-8966"" official website",ATTEMPTED - no likely owned-site hit,,"Bella Capelli Salon in Campbell, CA with Reviews (yellowpages.com) [directory/profile domain] | Link to facebook.com (facebook.com) [directory/profile domain] | Link to facebook.com (facebook.com) [directory/profile domain]"
42,Tacos El Camino,"2627 El Camino Real, Redwood City, 94061",(650) 366-3630,restaurant,"""Tacos El Camino"" ""Redwood City"" ""(650) 366-3630"" official website",ATTEMPTED - no likely owned-site hit,,restaurants4.csv · RUC-DataLab/ER-dataset at main (huggingface.co) [domain does not match business name tokens]
43,KY's Auto Repair,"2633 El Camino Real, Redwood City, 94061",(650) 364-7766,car_repair,"""KY's Auto Repair"" ""Redwood City"" ""(650) 364-7766"" official website",ATTEMPTED - no likely owned-site hit,,"Ky's Auto Repair | BBB Business Profile | Better Business Bureau (bbb.org) [directory/profile domain] | Ky's Auto Repair, Redwood City, CA | Local.DMV.ORG (local.dmv.org) [domain does not match business name tokens]"
44,La Costa,"2761 El Camino Real, Redwood City, 94061",(650) 261-0590,restaurant,"""La Costa"" ""Redwood City"" ""(650) 261-0590"" official website",ATTEMPTED - no likely owned-site hit,,"LA COSTA, Redwood City - 2761 El Camino Real... - Tripadvisor (tripadvisor.com) [directory/profile domain] | La Costa, Redwood City - Reviews (68), Photos (36) - Restaurantji (restaurantji.com) [directory/profile domain] | La Costa Restaurant - Redwood City, CA (California) - (650 ... (411.info) [domain does not match business name tokens] | La Costa Menu – Redwood City, CA (roostcafeandbistro.com) [directory/profile domain] | La Costa - Redwood City, CA 94061, Reviews, Hours & Contact (restaurantjump.com) [directory/profile domain] | Online Menu of La Costa Restaurant, Redwood City, California ... (zmenu.com) [directory/profile domain]"
45,New Age Hair & Nail Spa,"2773 El Camino Real, Redwood City, 94061",(650) 261-1278,beauty,"""New Age Hair & Nail Spa"" ""Redwood City"" ""(650) 261-1278"" official website",ATTEMPTED - no likely owned-site hit,,"Newage Beauty Salon 2773 El Camino Real, Redwood City, CA ... (superpages.com) [directory/profile domain] | New Age Hair & Nail Spa Company Profile -Sales, Contacts ... (buzzfile.com) [directory/profile domain] | Jason's Nails (@jasonnailsspasalon) • Instagram photos and videos (instagram.com) [directory/profile domain] | Jason's Nails | Redwood City CA - Facebook (facebook.com) [directory/profile domain] | Best 30 Nail Salons in Redwood City, CA with Reviews | The ... (yellowpages.com) [directory/profile domain] | Jasons Nail Spa Salon - Redwood City, CA 94061 (yellowpages.com) [directory/profile domain]"
46,Karlita's Taco Place,"512 Woodside Road, Redwood City, 94061",(650) 364-8612,fast_food,"""Karlita's Taco Place"" ""Redwood City"" ""(650) 364-8612"" official website",ATTEMPTED - no likely owned-site hit,,"Karlita's Taco Place (Woodside Rd) Menu - Redwood City, CA (menupages.com) [directory/profile domain] | Karlita’s taco place Delivery Menu | 512 Woodside Road Redwood City (doordash.com) [directory/profile domain] | Karlita's Taco Place - Mexican restaurant in San Mateo County... (karlitas-taco-place.weeblyte.com) [domain does not match business name tokens] | Carta del restaurante Karlita's Taco Place, Redwood City (es.restaurantguru.com) [directory/profile domain] | SUPPORT (visitrwc.org) [directory/profile domain]"
47,Men Haircuts by Lilian,"593 Woodside Road, Redwood City, 94061",(650) 365-3563,hairdresser,"""Men Haircuts by Lilian"" ""Redwood City"" ""(650) 365-3563"" official website",ATTEMPTED - no likely owned-site hit,,"Men Haircuts by Lilian Ly | Redwood City [ Book now ] (menhaircutsbylilianly.setmore.com) [domain does not match business name tokens] | Men Haircuts by Lilian - Redwood City, CAMen Haircuts by Lilian in Redwood City, CA 94061 - 408-375...Men Haircuts by Lilian - 593 Woodside Rd unit b, Redwood City ...Men Haircuts by Lilian, Redwood City, CA - Reviews (109 ...Men Haircuts by Lilian, Redwood City – BarberheadMen Haircuts BY Lilian Redwood City CA, 94061 – Manta.com (yelp.com) [directory/profile domain] | Men Haircuts by Lilian in Redwood City, CA 94061 - 408-375... (chamberofcommerce.com) [directory/profile domain] | Men Haircuts by Lilian - 593 Woodside Rd unit b, Redwood City ...Men Haircuts by Lilian, Redwood City, CA - Reviews (109 ...Men Haircuts by Lilian, Redwood City – BarberheadMen Haircuts BY Lilian Redwood City CA, 94061 – Manta.com (fresha.com) [directory/profile domain] | Men Haircuts by Lilian, Redwood City, CA - Reviews (109 ... (bestprosintown.com) [directory/profile domain] | Men Haircuts by Lilian, Redwood City – Barberhead (barberhead.com) [domain does not match business name tokens]"
48,Diner Japonica,"593 Woodside Road, Redwood City, 94061",(650) 364-4649,restaurant,"""Diner Japonica"" ""Redwood City"" ""(650) 364-4649"" official website",ATTEMPTED - no likely owned-site hit,,"DINER JAPONICA, Redwood City - Restaurant Reviews... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Diner Japonica Menu in Redwood City, CA | Order Delivery & Reviews (menupix.com) [directory/profile domain] | Diner Japonica 593 Woodside Rd Ste E Redwood City... - MapQuest (mapquest.com) [directory/profile domain] | Diner Japonica - San Mateo County Guide (sanmateocountyguide.com) [domain does not match business name tokens] | Best 30 Italian Restaurants in Redwood City... | The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Diner Japonica - Japanese restaurant in San Mateo County - Website (diner-japonica.weeblyte.com) [domain does not match business name tokens]"
49,Villa Roma Cocktail Lounge,"593 Woodside Road, Redwood City, 94061",(650) 365-5060,bar,"""Villa Roma Cocktail Lounge"" ""Redwood City"" ""(650) 365-5060"" official website",ATTEMPTED - no likely owned-site hit,,"Villa Roma in Redwood City, CA 94061 - 650-365... (chamberofcommerce.com) [directory/profile domain] | The Villa Roma Cocktail Lounge - Redwood City, CAVilla Roma Cocktail Lounge | Redwood City CA - FacebookVilla Roma - Redwood City, CA 94061 - The Real Yellow PagesVilla Roma - Redwood City, CA 94061, Reviews, Hours & ContactDiscover Villa Roma: Your Neighborhood Bar in Redwood CityVilla Roma Redwood City: The Peninsula's Top Bar for Karaoke ... (yelp.com) [directory/profile domain] | Villa Roma Cocktail Lounge | Redwood City CA - Facebook (facebook.com) [directory/profile domain] | Villa Roma - Redwood City, CA 94061 - The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Villa Roma - Redwood City, CA 94061, Reviews, Hours & Contact (restaurantjump.com) [directory/profile domain] | Discover Villa Roma: Your Neighborhood Bar in Redwood City (fourdollarjacks.com) [domain does not match business name tokens]"
50,Family Hair Salon,"736 Woodside Road, Redwood City, 94061",(650) 368-3870,hairdresser,"""Family Hair Salon"" ""Redwood City"" ""(650) 368-3870"" official website",ATTEMPTED - no likely owned-site hit,,"Best Men's Haircuts near me in Howard Park, San Francisco | Fresha (fresha.com) [directory/profile domain] | (650) 368-3XXX Redwood City, CA Phone Book + (650) 368-3XXX... (callersmart.com) [domain does not match business name tokens] | Link to facebook.com (facebook.com) [directory/profile domain]"
51,Nancy's Nails,"738 Woodside Road, Redwood City, 94061",(650) 369-4386,beauty,"""Nancy's Nails"" ""Redwood City"" ""(650) 369-4386"" official website",ATTEMPTED - no likely owned-site hit,,"NANCY'S NAILS - Redwood City CA - Hours, Directions, Reviews ... (loc8nearme.com) [directory/profile domain] | Nancy's Nails - Redwood City, CA 94061 - The Real Yellow PagesNancy's Nails - 738 Woodside Rd, Redwood City, CA ... - FreshaNancy's Nails - Redwood City, CA - YelpNancy's Nails in Redwood City, CA 94063 - 650-261...Nancy's Nails, Redwood City, CA - Reviews (98), Photos (31 ...Nancy's Nails Hours of Operation and Locations in Redwood ... (yellowpages.com) [directory/profile domain] | Nancy's Nails - 738 Woodside Rd, Redwood City, CA ... - Fresha (fresha.com) [directory/profile domain] | Nancy's Nails - Redwood City, CA - Yelp (yelp.com) [directory/profile domain] | Nancy's Nails in Redwood City, CA 94063 - 650-261... (chamberofcommerce.com) [directory/profile domain] | Nancy's Nails, Redwood City, CA - Reviews (98), Photos (31 ... (bestprosintown.com) [directory/profile domain]"
52,Clean Wash,"742 Woodside Road, Redwood City, 94061",(650) 369-5204,laundry,"""Clean Wash"" ""Redwood City"" ""(650) 369-5204"" official website",ATTEMPTED - no likely owned-site hit,,"(650) 369-5XXX Redwood City, CA Phone Book + (650) 369-5XXX... (callersmart.com) [domain does not match business name tokens]"
53,Pho Truong Long,"756 Woodside Road, Redwood City, 94061",(650) 369-3767,restaurant,"""Pho Truong Long"" ""Redwood City"" ""(650) 369-3767"" official website",ATTEMPTED - no likely owned-site hit,,"Pho Truong Long Menu in Redwood City, CA | Order Delivery... (menupix.com) [directory/profile domain] | SUPPORT (visitrwc.org) [directory/profile domain]"
54,Precious Nails,"760 Woodside Road, Redwood City, 94061",(650) 368-1488,beauty,"""Precious Nails"" ""Redwood City"" ""(650) 368-1488"" official website",ATTEMPTED - no likely owned-site hit,,"Consumer Services | Redwood City, CA - Manta.com (manta.com) [directory/profile domain] | Precious Nails | (650) 368-1488 | Redwood City, California (allbiz.com) [directory/profile domain] | Precious Nails - Redwood City, CA - YelpPrecious Nail In Redwood City in Redwood City, CA 94061 - 650 ...Precious Nail In Redwood City - Redwood City, CA 94061 ...Welcome to Precious Nails !: Contact usPrecious Nail - Redwood City, CA - NextdoorPrecious Nail - Redwood City, CA 94061 - The Real Yellow Pages (yelp.com) [directory/profile domain] | Precious Nail In Redwood City in Redwood City, CA 94061 - 650 ... (chamberofcommerce.com) [directory/profile domain] | Precious Nail In Redwood City - Redwood City, CA 94061 ... (salondiscover.com) [directory/profile domain] | Welcome to Precious Nails !: Contact us (preciousnailsredwoodcity.blogspot.com) [domain does not match business name tokens]"
55,Reflections Hair Design,"830 Woodside Road, Redwood City, 94061",(650) 568-3370,hairdresser,"""Reflections Hair Design"" ""Redwood City"" ""(650) 568-3370"" official website",ATTEMPTED - no likely owned-site hit,,"Meraki Hair Studio, 830 Woodside Rd, Redwood City, CA... - MapQuest (mapquest.com) [directory/profile domain] | (650) 568-3XXX Redwood City, CA Phone Book + (650) 568-3XXX... (callersmart.com) [domain does not match business name tokens]"
56,One on One Fiteness,"830 Woodside Road, Redwood City, 94061",(650) 364-4873,fitness_centre,"""One on One Fiteness"" ""Redwood City"" ""(650) 364-4873"" official website",ATTEMPTED - no likely owned-site hit,,"Fitness Centre: One on One Fiteness nearby Redwood City in United... (maps.me) [domain does not match business name tokens] | One-On-One Fitness | (650) 364-4873 | Redwood City, California (allbiz.com) [directory/profile domain] | One-On-One Fitness in Redwood City, CA 94061 - 650-364... (chamberofcommerce.com) [directory/profile domain] | One-On-One Fitness, Redwood City, CA - 830 Woodside Road # 1 ... (whereorg.com) [directory/profile domain] | One On One Fitness - Redwood City, CA 94061 - The Real Yellow ... (yellowpages.com) [directory/profile domain] | One-On-One Fitness Health Club in Redwood City, CA 94061One-On-One Fitness - Redwood City, CA (California) - (650 ...One-On-One Fitness Redwood City CA, 94061 – Manta.com (wellness.com) [directory/profile domain]"
