Route stop,Business,Address,Phone,Category,Accepted profile link,Profile link search status,Profile link search evidence
132,Spa City,"330 East Hamilton Avenue, Campbell, CA, 95008",(408) 378-1777,beauty,https://www.yelp.com/biz/spa-city-campbell-5,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
133,Excel Cuts & Nailcare,"860 South Winchester Boulevard, San Jose, 95128",(408) 247-6454,beauty,https://www.yelp.com/biz/excelcuts-and-nailcare-san-jose-3?start=20,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
134,Quality Car Care,"425 South Winchester Boulevard, San Jose, 95128",(408) 557-8157,car_repair,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
135,BYLT,"333 Santana Row, San Jose, CA, 95128",(669) 900-4500,clothes,https://www.yelp.com/biz/bylt-premium-basics-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
136,D&J Auto Center,"2321 Stevens Creek Boulevard, San Jose, CA, 95128",(408) 286-3632,car_repair,https://www.yelp.com/biz/m-auto-center-west-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
137,Venice Nail Salon,"1407 West San Carlos Street, San Jose, 95126",(408) 993-8869,beauty,https://www.yelp.com/biz/venice-nail-salon-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
138,Spartan Autobody Shop,"344 Lincoln Avenue, San Jose, CA, 95126",(408) 971-7232,car_repair,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
139,Auzerais Collision Center,"755 Auzerais Avenue, San Jose, CA, 95126",(408) 286-6650,car_repair,https://www.yelp.com/biz/auzerais-collision-center-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
140,El Radiator Doctor,"425 West San Carlos Street, San Jose, CA, 95110",(408) 998-0338,car_repair,https://www.yelp.com/biz/el-radiator-doctor-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
141,Bel Bacio,"350 West Julian Street, San Jose, 95110",(408) 645-7776,cafe,https://www.facebook.com/BelBacioItalianCafe/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
142,Dac Phuc,"198 West Santa Clara Street, San Jose, 95113",(408) 297-5517,restaurant,https://www.yelp.com/biz/dac-phuc-restaurant-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
143,Angel’s Cleaners & Alteration,"50 Post Street, San Jose, CA, 95113",(408) 298-3911,tailor,https://www.yelp.com/biz/quick-cleaners-and-alterations-san-jose-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
144,La Victoria Taqueria,"291 North 4th Street, San Jose, 95112",(408) 297-8421,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
145,Kali Noodles & Tea Bar,"374 East Santa Clara Street, San Jose, 95112",(408) 599-5855,restaurant,https://www.yelp.com/biz/kali-noodles-and-tea-bar-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
146,Phở Công Lý,"460 East William Street, San Jose, CA, 95112",(408) 610-9849,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
147,MC-Salon,"520 South 10th Street, San Jose, CA, 95112",(408) 998-5340,hairdresser,https://www.instagram.com/mcsalon.sj/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
148,Đà-Lạt,"408 East William Street, San Jose, 95112",(408) 294-6989,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
149,Mike Pizza & Taqueria,"889 Almaden Avenue, San Jose, CA, 95110",(408) 287-1111,fast_food,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
150,Transon Auto Body & Paint,"1704 South 7th Street, San Jose, 95112",(408) 286-7776,car_repair,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
151,Phố Cổ II,"979 Story Road, San Jose, CA, 95122",(408) 642-1800,restaurant,https://www.yelp.com/biz/mega-claws-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
152,Nam Thanh Bánh Canh 3 Miền,"958 Story Road, San Jose, CA, 95122",(408) 288-5679,restaurant,https://www.yelp.com/biz/banh-canh-3-mien-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
153,Thanh Sơn,"990 Story Road, San Jose, CA, 95122",(408) 975-0135,fast_food,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
154,Saigon Kitchen,"1111 Story Road, San Jose, CA, 95122",(408) 297-1107,restaurant,https://www.yelp.com/biz/saigon-kitchen-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
155,Nina Hair & Nails,"1199 South King Road, San Jose, CA, 95122",(408) 770-2147,beauty,https://www.yelp.com/biz/nina-hair-and-nails-san-jose-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
156,Lucy's Beauty Salon,"1660 Alum Rock Avenue, San Jose, CA, 95116",(408) 254-3691,beauty,https://www.fresha.com/lvp/lucys-beauty-salon-alum-rock-avenue-san-jose-bxnMge,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
157,Café Docanto,"7 North 33rd Street, San Jose, CA, 95116",(408) 272-2929,cafe,https://www.yelp.com/biz/cafe-docanto-san-jose-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
158,Joyería Y Discoteca Peña,"1595 Alum Rock Avenue, San Jose, CA, 95116",(408) 272-4736,jewelry,https://www.yelp.com/biz/joyeria-y-discoteca-pena-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
159,Oasis Insurance Agency,"1524 Alum Rock Avenue, San Jose, CA, 95116",(408) 729-7858,insurance,https://www.yelp.com/biz/oasis-insurance-agency-san-jose-9,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
160,T&P Auto Services,"1604 McKee Road, San Jose, CA",(408) 904-0500,car_repair,https://www.yelp.com/biz/t-and-n-auto-services-san-jose-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
161,Lucky Hair & Nails,"33 South Jackson Avenue, San Jose, CA, 95116",(408) 791-6289,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
162,Fruitas Regionales Magui,"41 South Jackson Avenue, San Jose, CA, 95116",(408) 417-1072,fast_food,https://www.yelp.com/biz/frutas-magui-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
163,Valencia's Auto Service,"75 South Capitol Avenue, San Jose, CA, 95127",(408) 929-2960,car_repair,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
164,New Dong Phuong Tofu,"2357 McKee Road, San Jose, CA, 95116",(408) 251-5838,fast_food,https://www.yelp.com/biz/dong-phuong-tofu-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
165,McKee Hair & Nails,"2361 McKee Road, San Jose, CA, 95116",(408) 251-2538,beauty,https://www.yelp.com/biz/mckee-hair-and-nails-san-jose-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
166,Schroeder's Haircuts,"305 North Capitol Avenue, San Jose, CA, 95133",(408) 251-3020,hairdresser,https://www.yelp.com/biz/schroeders-haircuts-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
167,Color Nails,"3041 McKee Road, San Jose, CA, 95127",(408) 729-5744,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
168,Helen's Beauty Salon,"3093 McKee Road, San Jose, CA, 95127",(408) 646-9558,beauty,https://www.yelp.com/biz/helens-beauty-salon-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
169,El Cerrito Taqueria and Cenaduria,"3110 McKee Road, San Jose, CA, 95127",(408) 258-5292,restaurant,https://www.yelp.com/biz/el-cerrito-taquería-and-cenaduría-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
170,The Coffee Cup,"438 Toyon Avenue, San Jose, CA, 95127",(408) 254-0755,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
171,Glow Beauty Bar,"1036 Piedmont Road, San Jose, CA, 95132",(408) 675-2860,beauty,https://www.facebook.com/people/Glow-Beauty/100068044342904/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
172,Daydream Sandwiches& Donuts,"3263 Sierra Road, San Jose, CA, 95132",(408) 259-3289,fast_food,https://www.yelp.com/biz/daybreak-donuts-and-ice-cream-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
173,Ava's Skin Care Lash Studio,"2544 Berryessa Road, San Jose, CA, 95132",(408) 680-9882,beauty,https://www.yelp.com/biz/ava-s-skin-care-and-lash-studio-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
174,North Valley Dental Office,"2542 Berryessa Road, San Jose, CA, 95132",(408) 926-8600,dentist,https://www.yelp.com/biz/north-valley-dental-office-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
175,Brand Hong Kong Salon,"2516 Berryessa Road, San Jose, CA, 95132",(408) 926-1348,hairdresser,https://www.yelp.com/biz/brand-hong-kong-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
176,Trang Pham CPA,"2470 Berryessa Road, San Jose, CA, 95133",(408) 436-8513,accountant,https://www.yelp.com/biz/pham-cpa-and-associates-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
177,S Pearl Salon,"1739 Berryessa Road, San Jose, 95131",(669) 226-5363,hairdresser,https://www.yelp.com/biz/s-pearl-salon-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
178,Jonathan H Kim Dentistry,"1725 Berryessa Road, San Jose, CA, 95133",(408) 259-2900,dentist,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
179,VK Hair Creations,"1651 North Capitol Avenue, San Jose, CA, 95132",(408) 926-9677,hairdresser,https://www.yelp.com/biz/vk-hair-creations-san-jose-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
180,The Jelly Donut,"2665 Cropley Avenue, San Jose, CA, 95132",(408) 268-1822,fast_food,https://www.yelp.com/biz/the-jelly-donut-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
181,Kristin's Hair Design,"2137 Morrill Avenue, San Jose, 95132",(408) 935-8456,hairdresser,https://www.yelp.com/biz/kristins-hair-design-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
182,WOW Dental,"2147 Morrill Avenue, San Jose, 95132",(408) 586-8822,dentist,https://www.yelp.com/biz/wow-dental-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
183,Lalas Dental,"3072 Landess Avenue, San Jose, 95132",(408) 719-8500,dentist,https://www.yelp.com/biz/lalas-dental-san-jose,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
184,Greathair,"1561 Landess Avenue, Milpitas, CA, 95035",(408) 934-0488,hairdresser,https://www.instagram.com/the.greathair/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
185,Jessica’s Beauty Salon,"1350 South Park Victoria Drive, Milpitas, CA, 95035",(408) 263-2055,beauty,https://www.yelp.com/biz/jessicas-beauty-salon-milpitas-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
186,His 'n Hers Hair,"1215 South Park Victoria Drive, Milpitas, CA, 95035",(408) 262-8047,hairdresser,https://www.facebook.com/pages/category/Hair-Salon/His-N-Hers-Hair-Salon-107090639352047/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
187,Hair Couture,"1535 Landess Avenue, Milpitas, CA, 95035",(408) 907-6648,beauty,https://www.yelp.com/biz/hair-couture-milpitas,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
188,Chef P's at Seafood City,"1535 Landess Avenue, Milpitas, CA, 95035",(408) 586-8389,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
189,Arté Boutique,"1535 Landess Avenue, Milpitas, CA, 95035",(408) 586-8882,clothes,https://www.yelp.com/biz/artè-boutique-milpitas,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
190,Pho Saigon,"1455 Dempsey Road, Milpitas, CA, 95035",(408) 263-8936,restaurant,https://www.yelp.com/biz/pho-saigon-noodle-house-milpitas?start=10,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
191,Forever Beauty Hair And Nails,"1475 Landess Avenue, Milpitas, CA, 95035",(408) 263-4929,beauty,https://www.yelp.com/biz/forever-beauty-hair-and-nails-milpitas-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
192,J&J Luxury Hair And Nails,"1410 Dempsey Road, Milpitas, CA",(408) 262-9000,hairdresser,https://www.facebook.com/J-J-Luxury-Hair-and-Nails-685266204979560/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
193,Advanced Verterinary Medical Center,"800 East Capitol Avenue, Milpitas",(408) 956-8061,veterinary,https://www.yelp.com/biz/advanced-veterinary-medical-center-milpitas,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
194,M Beauty Salon,"2095 North Capitol Avenue, San Jose, CA, 95132",(408) 942-1377,beauty,https://www.facebook.com/Threading-by-Amalia-M-372378419838372/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
